"start","end","downloads","package"
2019-08-01,2019-08-31,1969,"cshapes"
2019-09-01,2019-09-30,1908,"cshapes"
2019-10-01,2019-10-31,2250,"cshapes"
2019-11-01,2019-11-30,2136,"cshapes"
2019-12-01,2019-12-31,2037,"cshapes"
2020-01-01,2020-01-31,2638,"cshapes"
2020-02-01,2020-02-29,2226,"cshapes"
2020-03-01,2020-03-31,2213,"cshapes"
2020-04-01,2020-04-30,2552,"cshapes"
2020-05-01,2020-05-07,433,"cshapes"
2015-01-01,2015-01-31,589,"dbmss"
2015-02-01,2015-02-28,600,"dbmss"
2015-03-01,2015-03-31,772,"dbmss"
2015-04-01,2015-04-30,753,"dbmss"
2015-05-01,2015-05-31,553,"dbmss"
2015-06-01,2015-06-30,504,"dbmss"
2015-07-01,2015-07-31,561,"dbmss"
2015-08-01,2015-08-31,563,"dbmss"
2015-09-01,2015-09-30,704,"dbmss"
2015-10-01,2015-10-31,829,"dbmss"
2015-11-01,2015-11-30,541,"dbmss"
2015-12-01,2015-12-31,685,"dbmss"
2016-01-01,2016-01-31,570,"dbmss"
2016-02-01,2016-02-29,503,"dbmss"
2016-03-01,2016-03-31,365,"dbmss"
2016-04-01,2016-04-30,321,"dbmss"
2016-05-01,2016-05-31,364,"dbmss"
2016-06-01,2016-06-30,366,"dbmss"
2016-07-01,2016-07-31,703,"dbmss"
2016-08-01,2016-08-31,451,"dbmss"
2016-09-01,2016-09-30,690,"dbmss"
2016-10-01,2016-10-31,571,"dbmss"
2016-11-01,2016-11-30,562,"dbmss"
2016-12-01,2016-12-31,381,"dbmss"
2017-01-01,2017-01-31,377,"dbmss"
2017-02-01,2017-02-28,290,"dbmss"
2017-03-01,2017-03-31,1299,"dbmss"
2017-04-01,2017-04-30,698,"dbmss"
2017-05-01,2017-05-31,463,"dbmss"
2017-06-01,2017-06-30,358,"dbmss"
2017-07-01,2017-07-31,421,"dbmss"
2017-08-01,2017-08-31,319,"dbmss"
2017-09-01,2017-09-30,357,"dbmss"
2017-10-01,2017-10-31,403,"dbmss"
2017-11-01,2017-11-30,1981,"dbmss"
2017-12-01,2017-12-31,335,"dbmss"
2018-01-01,2018-01-31,330,"dbmss"
2018-02-01,2018-02-28,328,"dbmss"
2018-03-01,2018-03-31,2245,"dbmss"
2018-04-01,2018-04-30,486,"dbmss"
2018-05-01,2018-05-31,455,"dbmss"
2018-06-01,2018-06-30,272,"dbmss"
2018-07-01,2018-07-31,319,"dbmss"
2018-08-01,2018-08-31,259,"dbmss"
2018-09-01,2018-09-30,585,"dbmss"
2018-10-01,2018-10-31,572,"dbmss"
2018-11-01,2018-11-30,520,"dbmss"
2018-12-01,2018-12-31,438,"dbmss"
2019-01-01,2019-01-31,555,"dbmss"
2019-02-01,2019-02-28,468,"dbmss"
2019-03-01,2019-03-31,1248,"dbmss"
2019-04-01,2019-04-30,841,"dbmss"
2019-05-01,2019-05-31,1073,"dbmss"
2019-06-01,2019-06-30,502,"dbmss"
2019-07-01,2019-07-31,813,"dbmss"
2019-08-01,2019-08-31,611,"dbmss"
2019-09-01,2019-09-30,680,"dbmss"
2019-10-01,2019-10-31,716,"dbmss"
2019-11-01,2019-11-30,659,"dbmss"
2019-12-01,2019-12-31,800,"dbmss"
2020-01-01,2020-01-31,1660,"dbmss"
2020-02-01,2020-02-29,928,"dbmss"
2020-03-01,2020-03-31,813,"dbmss"
2020-04-01,2020-04-30,977,"dbmss"
2020-05-01,2020-05-07,149,"dbmss"
2015-01-01,2015-01-31,896,"DCluster"
2015-02-01,2015-02-28,641,"DCluster"
2015-03-01,2015-03-31,1016,"DCluster"
2015-04-01,2015-04-30,1049,"DCluster"
2015-05-01,2015-05-31,875,"DCluster"
2015-06-01,2015-06-30,746,"DCluster"
2015-07-01,2015-07-31,585,"DCluster"
2015-08-01,2015-08-31,631,"DCluster"
2015-09-01,2015-09-30,708,"DCluster"
2015-10-01,2015-10-31,759,"DCluster"
2015-11-01,2015-11-30,693,"DCluster"
2015-12-01,2015-12-31,533,"DCluster"
2016-01-01,2016-01-31,597,"DCluster"
2016-02-01,2016-02-29,587,"DCluster"
2016-03-01,2016-03-31,481,"DCluster"
2016-04-01,2016-04-30,445,"DCluster"
2016-05-01,2016-05-31,449,"DCluster"
2016-06-01,2016-06-30,415,"DCluster"
2016-07-01,2016-07-31,448,"DCluster"
2016-08-01,2016-08-31,393,"DCluster"
2016-09-01,2016-09-30,573,"DCluster"
2016-10-01,2016-10-31,463,"DCluster"
2016-11-01,2016-11-30,565,"DCluster"
2016-12-01,2016-12-31,399,"DCluster"
2017-01-01,2017-01-31,410,"DCluster"
2017-02-01,2017-02-28,375,"DCluster"
2017-03-01,2017-03-31,451,"DCluster"
2017-04-01,2017-04-30,689,"DCluster"
2017-05-01,2017-05-31,585,"DCluster"
2017-06-01,2017-06-30,469,"DCluster"
2017-07-01,2017-07-31,478,"DCluster"
2017-08-01,2017-08-31,383,"DCluster"
2017-09-01,2017-09-30,489,"DCluster"
2017-10-01,2017-10-31,528,"DCluster"
2017-11-01,2017-11-30,487,"DCluster"
2017-12-01,2017-12-31,339,"DCluster"
2018-01-01,2018-01-31,388,"DCluster"
2018-02-01,2018-02-28,578,"DCluster"
2018-03-01,2018-03-31,372,"DCluster"
2018-04-01,2018-04-30,506,"DCluster"
2018-05-01,2018-05-31,500,"DCluster"
2018-06-01,2018-06-30,450,"DCluster"
2018-07-01,2018-07-31,412,"DCluster"
2018-08-01,2018-08-31,340,"DCluster"
2018-09-01,2018-09-30,619,"DCluster"
2018-10-01,2018-10-31,693,"DCluster"
2018-11-01,2018-11-30,642,"DCluster"
2018-12-01,2018-12-31,506,"DCluster"
2019-01-01,2019-01-31,747,"DCluster"
2019-02-01,2019-02-28,692,"DCluster"
2019-03-01,2019-03-31,754,"DCluster"
2019-04-01,2019-04-30,738,"DCluster"
2019-05-01,2019-05-31,1214,"DCluster"
2019-06-01,2019-06-30,683,"DCluster"
2019-07-01,2019-07-31,1067,"DCluster"
2019-08-01,2019-08-31,935,"DCluster"
2019-09-01,2019-09-30,864,"DCluster"
2019-10-01,2019-10-31,906,"DCluster"
2019-11-01,2019-11-30,858,"DCluster"
2019-12-01,2019-12-31,967,"DCluster"
2020-01-01,2020-01-31,1386,"DCluster"
2020-02-01,2020-02-29,922,"DCluster"
2020-03-01,2020-03-31,830,"DCluster"
2020-04-01,2020-04-30,1000,"DCluster"
2020-05-01,2020-05-07,160,"DCluster"
2015-01-01,2015-01-31,8040,"deldir"
2015-02-01,2015-02-28,7853,"deldir"
2015-03-01,2015-03-31,12273,"deldir"
2015-04-01,2015-04-30,10864,"deldir"
2015-05-01,2015-05-31,9499,"deldir"
2015-06-01,2015-06-30,9302,"deldir"
2015-07-01,2015-07-31,9660,"deldir"
2015-08-01,2015-08-31,11258,"deldir"
2015-09-01,2015-09-30,13157,"deldir"
2015-10-01,2015-10-31,13404,"deldir"
2015-11-01,2015-11-30,12525,"deldir"
2015-12-01,2015-12-31,9555,"deldir"
2016-01-01,2016-01-31,11141,"deldir"
2016-02-01,2016-02-29,14150,"deldir"
2016-03-01,2016-03-31,20132,"deldir"
2016-04-01,2016-04-30,16118,"deldir"
2016-05-01,2016-05-31,18065,"deldir"
2016-06-01,2016-06-30,15605,"deldir"
2016-07-01,2016-07-31,13188,"deldir"
2016-08-01,2016-08-31,13866,"deldir"
2016-09-01,2016-09-30,17226,"deldir"
2016-10-01,2016-10-31,20176,"deldir"
2016-11-01,2016-11-30,22393,"deldir"
2016-12-01,2016-12-31,15130,"deldir"
2017-01-01,2017-01-31,17472,"deldir"
2017-02-01,2017-02-28,19569,"deldir"
2017-03-01,2017-03-31,23305,"deldir"
2017-04-01,2017-04-30,30240,"deldir"
2017-05-01,2017-05-31,31122,"deldir"
2017-06-01,2017-06-30,23824,"deldir"
2017-07-01,2017-07-31,19280,"deldir"
2017-08-01,2017-08-31,19353,"deldir"
2017-09-01,2017-09-30,22717,"deldir"
2017-10-01,2017-10-31,28143,"deldir"
2017-11-01,2017-11-30,31773,"deldir"
2017-12-01,2017-12-31,19044,"deldir"
2018-01-01,2018-01-31,20915,"deldir"
2018-02-01,2018-02-28,23855,"deldir"
2018-03-01,2018-03-31,27974,"deldir"
2018-04-01,2018-04-30,53622,"deldir"
2018-05-01,2018-05-31,39553,"deldir"
2018-06-01,2018-06-30,32083,"deldir"
2018-07-01,2018-07-31,31521,"deldir"
2018-08-01,2018-08-31,27803,"deldir"
2018-09-01,2018-09-30,35049,"deldir"
2018-10-01,2018-10-31,43441,"deldir"
2018-11-01,2018-11-30,41362,"deldir"
2018-12-01,2018-12-31,29662,"deldir"
2019-01-01,2019-01-31,43975,"deldir"
2019-02-01,2019-02-28,37759,"deldir"
2019-03-01,2019-03-31,45620,"deldir"
2019-04-01,2019-04-30,42307,"deldir"
2019-05-01,2019-05-31,47971,"deldir"
2019-06-01,2019-06-30,44798,"deldir"
2019-07-01,2019-07-31,48946,"deldir"
2019-08-01,2019-08-31,47576,"deldir"
2019-09-01,2019-09-30,47473,"deldir"
2019-10-01,2019-10-31,52074,"deldir"
2019-11-01,2019-11-30,47133,"deldir"
2019-12-01,2019-12-31,36692,"deldir"
2020-01-01,2020-01-31,35864,"deldir"
2020-02-01,2020-02-29,47147,"deldir"
2020-03-01,2020-03-31,38292,"deldir"
2020-04-01,2020-04-30,35681,"deldir"
2020-05-01,2020-05-07,6048,"deldir"
2015-01-01,2015-01-31,722,"DSpat"
2015-02-01,2015-02-28,541,"DSpat"
2015-03-01,2015-03-31,663,"DSpat"
2015-04-01,2015-04-30,697,"DSpat"
2015-05-01,2015-05-31,579,"DSpat"
2015-06-01,2015-06-30,547,"DSpat"
2015-07-01,2015-07-31,421,"DSpat"
2015-08-01,2015-08-31,485,"DSpat"
2015-09-01,2015-09-30,473,"DSpat"
2015-10-01,2015-10-31,559,"DSpat"
2015-11-01,2015-11-30,509,"DSpat"
2015-12-01,2015-12-31,410,"DSpat"
2016-01-01,2016-01-31,454,"DSpat"
2016-02-01,2016-02-29,454,"DSpat"
2016-03-01,2016-03-31,392,"DSpat"
2016-04-01,2016-04-30,347,"DSpat"
2016-05-01,2016-05-31,373,"DSpat"
2016-06-01,2016-06-30,360,"DSpat"
2016-07-01,2016-07-31,384,"DSpat"
2016-08-01,2016-08-31,305,"DSpat"
2016-09-01,2016-09-30,395,"DSpat"
2016-10-01,2016-10-31,371,"DSpat"
2016-11-01,2016-11-30,404,"DSpat"
2016-12-01,2016-12-31,314,"DSpat"
2017-01-01,2017-01-31,372,"DSpat"
2017-02-01,2017-02-28,284,"DSpat"
2017-03-01,2017-03-31,361,"DSpat"
2017-04-01,2017-04-30,522,"DSpat"
2017-05-01,2017-05-31,392,"DSpat"
2017-06-01,2017-06-30,333,"DSpat"
2017-07-01,2017-07-31,364,"DSpat"
2017-08-01,2017-08-31,274,"DSpat"
2017-09-01,2017-09-30,349,"DSpat"
2017-10-01,2017-10-31,336,"DSpat"
2017-11-01,2017-11-30,304,"DSpat"
2017-12-01,2017-12-31,182,"DSpat"
2018-01-01,2018-01-31,326,"DSpat"
2018-02-01,2018-02-28,325,"DSpat"
2018-03-01,2018-03-31,240,"DSpat"
2018-04-01,2018-04-30,367,"DSpat"
2018-05-01,2018-05-31,386,"DSpat"
2018-06-01,2018-06-30,427,"DSpat"
2018-07-01,2018-07-31,383,"DSpat"
2018-08-01,2018-08-31,227,"DSpat"
2018-09-01,2018-09-30,512,"DSpat"
2018-10-01,2018-10-31,498,"DSpat"
2018-11-01,2018-11-30,486,"DSpat"
2018-12-01,2018-12-31,377,"DSpat"
2019-01-01,2019-01-31,519,"DSpat"
2019-02-01,2019-02-28,466,"DSpat"
2019-03-01,2019-03-31,554,"DSpat"
2019-04-01,2019-04-30,591,"DSpat"
2019-05-01,2019-05-31,983,"DSpat"
2019-06-01,2019-06-30,451,"DSpat"
2019-07-01,2019-07-31,705,"DSpat"
2019-08-01,2019-08-31,552,"DSpat"
2019-09-01,2019-09-30,619,"DSpat"
2019-10-01,2019-10-31,579,"DSpat"
2019-11-01,2019-11-30,578,"DSpat"
2019-12-01,2019-12-31,825,"DSpat"
2020-01-01,2020-01-31,1112,"DSpat"
2020-02-01,2020-02-29,668,"DSpat"
2020-03-01,2020-03-31,637,"DSpat"
2020-04-01,2020-04-30,743,"DSpat"
2020-05-01,2020-05-07,145,"DSpat"
2015-01-01,2015-01-31,679,"ecespa"
2015-02-01,2015-02-28,546,"ecespa"
2015-03-01,2015-03-31,633,"ecespa"
2015-04-01,2015-04-30,715,"ecespa"
2015-05-01,2015-05-31,572,"ecespa"
2015-06-01,2015-06-30,546,"ecespa"
2015-07-01,2015-07-31,635,"ecespa"
2015-08-01,2015-08-31,574,"ecespa"
2015-09-01,2015-09-30,513,"ecespa"
2015-10-01,2015-10-31,578,"ecespa"
2015-11-01,2015-11-30,545,"ecespa"
2015-12-01,2015-12-31,404,"ecespa"
2016-01-01,2016-01-31,463,"ecespa"
2016-02-01,2016-02-29,453,"ecespa"
2016-03-01,2016-03-31,354,"ecespa"
2016-04-01,2016-04-30,289,"ecespa"
2016-05-01,2016-05-31,337,"ecespa"
2016-06-01,2016-06-30,325,"ecespa"
2016-07-01,2016-07-31,372,"ecespa"
2016-08-01,2016-08-31,296,"ecespa"
2016-09-01,2016-09-30,386,"ecespa"
2016-10-01,2016-10-31,350,"ecespa"
2016-11-01,2016-11-30,405,"ecespa"
2016-12-01,2016-12-31,271,"ecespa"
2017-01-01,2017-01-31,311,"ecespa"
2017-02-01,2017-02-28,271,"ecespa"
2017-03-01,2017-03-31,328,"ecespa"
2017-04-01,2017-04-30,495,"ecespa"
2017-05-01,2017-05-31,348,"ecespa"
2017-06-01,2017-06-30,300,"ecespa"
2017-07-01,2017-07-31,368,"ecespa"
2017-08-01,2017-08-31,274,"ecespa"
2017-09-01,2017-09-30,335,"ecespa"
2017-10-01,2017-10-31,318,"ecespa"
2017-11-01,2017-11-30,1093,"ecespa"
2017-12-01,2017-12-31,326,"ecespa"
2018-01-01,2018-01-31,370,"ecespa"
2018-02-01,2018-02-28,825,"ecespa"
2018-03-01,2018-03-31,341,"ecespa"
2018-04-01,2018-04-30,402,"ecespa"
2018-05-01,2018-05-31,361,"ecespa"
2018-06-01,2018-06-30,268,"ecespa"
2018-07-01,2018-07-31,331,"ecespa"
2018-08-01,2018-08-31,225,"ecespa"
2018-09-01,2018-09-30,582,"ecespa"
2018-10-01,2018-10-31,557,"ecespa"
2018-11-01,2018-11-30,552,"ecespa"
2018-12-01,2018-12-31,403,"ecespa"
2019-01-01,2019-01-31,575,"ecespa"
2019-02-01,2019-02-28,470,"ecespa"
2019-03-01,2019-03-31,627,"ecespa"
2019-04-01,2019-04-30,640,"ecespa"
2019-05-01,2019-05-31,1034,"ecespa"
2019-06-01,2019-06-30,497,"ecespa"
2019-07-01,2019-07-31,756,"ecespa"
2019-08-01,2019-08-31,576,"ecespa"
2019-09-01,2019-09-30,693,"ecespa"
2019-10-01,2019-10-31,693,"ecespa"
2019-11-01,2019-11-30,627,"ecespa"
2019-12-01,2019-12-31,829,"ecespa"
2020-01-01,2020-01-31,1184,"ecespa"
2020-02-01,2020-02-29,1199,"ecespa"
2020-03-01,2020-03-31,829,"ecespa"
2020-04-01,2020-04-30,922,"ecespa"
2020-05-01,2020-05-07,152,"ecespa"
2015-01-01,2015-01-31,372,"ExceedanceTools"
2015-02-01,2015-02-28,301,"ExceedanceTools"
2015-03-01,2015-03-31,384,"ExceedanceTools"
2015-04-01,2015-04-30,456,"ExceedanceTools"
2015-05-01,2015-05-31,303,"ExceedanceTools"
2015-06-01,2015-06-30,287,"ExceedanceTools"
2015-07-01,2015-07-31,247,"ExceedanceTools"
2015-08-01,2015-08-31,304,"ExceedanceTools"
2015-09-01,2015-09-30,301,"ExceedanceTools"
2015-10-01,2015-10-31,330,"ExceedanceTools"
2015-11-01,2015-11-30,284,"ExceedanceTools"
2015-12-01,2015-12-31,237,"ExceedanceTools"
2016-01-01,2016-01-31,301,"ExceedanceTools"
2016-02-01,2016-02-29,244,"ExceedanceTools"
2016-03-01,2016-03-31,204,"ExceedanceTools"
2016-04-01,2016-04-30,204,"ExceedanceTools"
2016-05-01,2016-05-31,181,"ExceedanceTools"
2016-06-01,2016-06-30,147,"ExceedanceTools"
2016-07-01,2016-07-31,190,"ExceedanceTools"
2016-08-01,2016-08-31,128,"ExceedanceTools"
2016-09-01,2016-09-30,138,"ExceedanceTools"
2016-10-01,2016-10-31,169,"ExceedanceTools"
2016-11-01,2016-11-30,279,"ExceedanceTools"
2016-12-01,2016-12-31,254,"ExceedanceTools"
2017-01-01,2017-01-31,286,"ExceedanceTools"
2017-02-01,2017-02-28,257,"ExceedanceTools"
2017-03-01,2017-03-31,285,"ExceedanceTools"
2017-04-01,2017-04-30,468,"ExceedanceTools"
2017-05-01,2017-05-31,291,"ExceedanceTools"
2017-06-01,2017-06-30,253,"ExceedanceTools"
2017-07-01,2017-07-31,298,"ExceedanceTools"
2017-08-01,2017-08-31,212,"ExceedanceTools"
2017-09-01,2017-09-30,289,"ExceedanceTools"
2017-10-01,2017-10-31,289,"ExceedanceTools"
2017-11-01,2017-11-30,238,"ExceedanceTools"
2017-12-01,2017-12-31,153,"ExceedanceTools"
2018-01-01,2018-01-31,276,"ExceedanceTools"
2018-02-01,2018-02-28,270,"ExceedanceTools"
2018-03-01,2018-03-31,208,"ExceedanceTools"
2018-04-01,2018-04-30,301,"ExceedanceTools"
2018-05-01,2018-05-31,280,"ExceedanceTools"
2018-06-01,2018-06-30,331,"ExceedanceTools"
2018-07-01,2018-07-31,301,"ExceedanceTools"
2018-08-01,2018-08-31,186,"ExceedanceTools"
2018-09-01,2018-09-30,461,"ExceedanceTools"
2018-10-01,2018-10-31,416,"ExceedanceTools"
2018-11-01,2018-11-30,407,"ExceedanceTools"
2018-12-01,2018-12-31,331,"ExceedanceTools"
2019-01-01,2019-01-31,463,"ExceedanceTools"
2019-02-01,2019-02-28,394,"ExceedanceTools"
2019-03-01,2019-03-31,503,"ExceedanceTools"
2019-04-01,2019-04-30,516,"ExceedanceTools"
2019-05-01,2019-05-31,859,"ExceedanceTools"
2019-06-01,2019-06-30,400,"ExceedanceTools"
2019-07-01,2019-07-31,629,"ExceedanceTools"
2019-08-01,2019-08-31,478,"ExceedanceTools"
2019-09-01,2019-09-30,561,"ExceedanceTools"
2019-10-01,2019-10-31,510,"ExceedanceTools"
2019-11-01,2019-11-30,501,"ExceedanceTools"
2019-12-01,2019-12-31,749,"ExceedanceTools"
2020-01-01,2020-01-31,1067,"ExceedanceTools"
2020-02-01,2020-02-29,635,"ExceedanceTools"
2020-03-01,2020-03-31,604,"ExceedanceTools"
2020-04-01,2020-04-30,706,"ExceedanceTools"
2020-05-01,2020-05-07,142,"ExceedanceTools"
2015-01-01,2015-01-31,6227,"fields"
2015-02-01,2015-02-28,6945,"fields"
2015-03-01,2015-03-31,11987,"fields"
2015-04-01,2015-04-30,11121,"fields"
2015-05-01,2015-05-31,11109,"fields"
2015-06-01,2015-06-30,11302,"fields"
2015-07-01,2015-07-31,10161,"fields"
2015-08-01,2015-08-31,9956,"fields"
2015-09-01,2015-09-30,11343,"fields"
2015-10-01,2015-10-31,16793,"fields"
2015-11-01,2015-11-30,15800,"fields"
2015-12-01,2015-12-31,10504,"fields"
2016-01-01,2016-01-31,17173,"fields"
2016-02-01,2016-02-29,18584,"fields"
2016-03-01,2016-03-31,17311,"fields"
2016-04-01,2016-04-30,13816,"fields"
2016-05-01,2016-05-31,20240,"fields"
2016-06-01,2016-06-30,16440,"fields"
2016-07-01,2016-07-31,14238,"fields"
2016-08-01,2016-08-31,13869,"fields"
2016-09-01,2016-09-30,15400,"fields"
2016-10-01,2016-10-31,17368,"fields"
2016-11-01,2016-11-30,20132,"fields"
2016-12-01,2016-12-31,30370,"fields"
2017-01-01,2017-01-31,24937,"fields"
2017-02-01,2017-02-28,21947,"fields"
2017-03-01,2017-03-31,24641,"fields"
2017-04-01,2017-04-30,21889,"fields"
2017-05-01,2017-05-31,30966,"fields"
2017-06-01,2017-06-30,32686,"fields"
2017-07-01,2017-07-31,21505,"fields"
2017-08-01,2017-08-31,18773,"fields"
2017-09-01,2017-09-30,19489,"fields"
2017-10-01,2017-10-31,22538,"fields"
2017-11-01,2017-11-30,22561,"fields"
2017-12-01,2017-12-31,15686,"fields"
2018-01-01,2018-01-31,20493,"fields"
2018-02-01,2018-02-28,26538,"fields"
2018-03-01,2018-03-31,27927,"fields"
2018-04-01,2018-04-30,24651,"fields"
2018-05-01,2018-05-31,24001,"fields"
2018-06-01,2018-06-30,20375,"fields"
2018-07-01,2018-07-31,19010,"fields"
2018-08-01,2018-08-31,17360,"fields"
2018-09-01,2018-09-30,19341,"fields"
2018-10-01,2018-10-31,25576,"fields"
2018-11-01,2018-11-30,25879,"fields"
2018-12-01,2018-12-31,18490,"fields"
2019-01-01,2019-01-31,20951,"fields"
2019-02-01,2019-02-28,22088,"fields"
2019-03-01,2019-03-31,27060,"fields"
2019-04-01,2019-04-30,33435,"fields"
2019-05-01,2019-05-31,67743,"fields"
2019-06-01,2019-06-30,30777,"fields"
2019-07-01,2019-07-31,28335,"fields"
2019-08-01,2019-08-31,29973,"fields"
2019-09-01,2019-09-30,36776,"fields"
2019-10-01,2019-10-31,47310,"fields"
2019-11-01,2019-11-30,45354,"fields"
2019-12-01,2019-12-31,34702,"fields"
2020-01-01,2020-01-31,34226,"fields"
2020-02-01,2020-02-29,45778,"fields"
2020-03-01,2020-03-31,35373,"fields"
2020-04-01,2020-04-30,33241,"fields"
2020-05-01,2020-05-07,5965,"fields"
2015-01-01,2015-01-31,644,"FieldSim"
2015-02-01,2015-02-28,519,"FieldSim"
2015-03-01,2015-03-31,897,"FieldSim"
2015-04-01,2015-04-30,819,"FieldSim"
2015-05-01,2015-05-31,616,"FieldSim"
2015-06-01,2015-06-30,546,"FieldSim"
2015-07-01,2015-07-31,426,"FieldSim"
2015-08-01,2015-08-31,498,"FieldSim"
2015-09-01,2015-09-30,473,"FieldSim"
2015-10-01,2015-10-31,524,"FieldSim"
2015-11-01,2015-11-30,519,"FieldSim"
2015-12-01,2015-12-31,394,"FieldSim"
2016-01-01,2016-01-31,451,"FieldSim"
2016-02-01,2016-02-29,428,"FieldSim"
2016-03-01,2016-03-31,340,"FieldSim"
2016-04-01,2016-04-30,284,"FieldSim"
2016-05-01,2016-05-31,346,"FieldSim"
2016-06-01,2016-06-30,313,"FieldSim"
2016-07-01,2016-07-31,339,"FieldSim"
2016-08-01,2016-08-31,282,"FieldSim"
2016-09-01,2016-09-30,355,"FieldSim"
2016-10-01,2016-10-31,325,"FieldSim"
2016-11-01,2016-11-30,370,"FieldSim"
2016-12-01,2016-12-31,305,"FieldSim"
2017-01-01,2017-01-31,369,"FieldSim"
2017-02-01,2017-02-28,296,"FieldSim"
2017-03-01,2017-03-31,322,"FieldSim"
2017-04-01,2017-04-30,482,"FieldSim"
2017-05-01,2017-05-31,310,"FieldSim"
2017-06-01,2017-06-30,244,"FieldSim"
2017-07-01,2017-07-31,343,"FieldSim"
2017-08-01,2017-08-31,247,"FieldSim"
2017-09-01,2017-09-30,309,"FieldSim"
2017-10-01,2017-10-31,301,"FieldSim"
2017-11-01,2017-11-30,280,"FieldSim"
2017-12-01,2017-12-31,170,"FieldSim"
2018-01-01,2018-01-31,272,"FieldSim"
2018-02-01,2018-02-28,278,"FieldSim"
2018-03-01,2018-03-31,219,"FieldSim"
2018-04-01,2018-04-30,315,"FieldSim"
2018-05-01,2018-05-31,314,"FieldSim"
2018-06-01,2018-06-30,337,"FieldSim"
2018-07-01,2018-07-31,301,"FieldSim"
2018-08-01,2018-08-31,203,"FieldSim"
2018-09-01,2018-09-30,494,"FieldSim"
2018-10-01,2018-10-31,452,"FieldSim"
2018-11-01,2018-11-30,439,"FieldSim"
2018-12-01,2018-12-31,361,"FieldSim"
2019-01-01,2019-01-31,504,"FieldSim"
2019-02-01,2019-02-28,428,"FieldSim"
2019-03-01,2019-03-31,547,"FieldSim"
2019-04-01,2019-04-30,571,"FieldSim"
2019-05-01,2019-05-31,943,"FieldSim"
2019-06-01,2019-06-30,426,"FieldSim"
2019-07-01,2019-07-31,678,"FieldSim"
2019-08-01,2019-08-31,513,"FieldSim"
2019-09-01,2019-09-30,605,"FieldSim"
2019-10-01,2019-10-31,579,"FieldSim"
2019-11-01,2019-11-30,533,"FieldSim"
2019-12-01,2019-12-31,793,"FieldSim"
2020-01-01,2020-01-31,1106,"FieldSim"
2020-02-01,2020-02-29,684,"FieldSim"
2020-03-01,2020-03-31,627,"FieldSim"
2020-04-01,2020-04-30,727,"FieldSim"
2020-05-01,2020-05-07,154,"FieldSim"
2017-02-01,2017-02-28,34,"FRK"
2017-03-01,2017-03-31,280,"FRK"
2017-04-01,2017-04-30,662,"FRK"
2017-05-01,2017-05-31,612,"FRK"
2017-06-01,2017-06-30,1018,"FRK"
2017-07-01,2017-07-31,299,"FRK"
2017-08-01,2017-08-31,830,"FRK"
2017-09-01,2017-09-30,337,"FRK"
2017-10-01,2017-10-31,760,"FRK"
2017-11-01,2017-11-30,317,"FRK"
2017-12-01,2017-12-31,187,"FRK"
2018-01-01,2018-01-31,2752,"FRK"
2018-02-01,2018-02-28,299,"FRK"
2018-03-01,2018-03-31,302,"FRK"
2018-04-01,2018-04-30,1296,"FRK"
2018-05-01,2018-05-31,421,"FRK"
2018-06-01,2018-06-30,376,"FRK"
2018-07-01,2018-07-31,1392,"FRK"
2018-08-01,2018-08-31,314,"FRK"
2018-09-01,2018-09-30,580,"FRK"
2018-10-01,2018-10-31,550,"FRK"
2018-11-01,2018-11-30,576,"FRK"
2018-12-01,2018-12-31,434,"FRK"
2019-01-01,2019-01-31,510,"FRK"
2019-02-01,2019-02-28,458,"FRK"
2019-03-01,2019-03-31,593,"FRK"
2019-04-01,2019-04-30,658,"FRK"
2019-05-01,2019-05-31,881,"FRK"
2019-06-01,2019-06-30,482,"FRK"
2019-07-01,2019-07-31,720,"FRK"
2019-08-01,2019-08-31,481,"FRK"
2019-09-01,2019-09-30,574,"FRK"
2019-10-01,2019-10-31,535,"FRK"
2019-11-01,2019-11-30,575,"FRK"
2019-12-01,2019-12-31,563,"FRK"
2020-01-01,2020-01-31,920,"FRK"
2020-02-01,2020-02-29,890,"FRK"
2020-03-01,2020-03-31,910,"FRK"
2020-04-01,2020-04-30,1401,"FRK"
2020-05-01,2020-05-07,181,"FRK"
2015-01-01,2015-01-31,533,"gdalUtils"
2015-02-01,2015-02-28,476,"gdalUtils"
2015-03-01,2015-03-31,591,"gdalUtils"
2015-04-01,2015-04-30,782,"gdalUtils"
2015-05-01,2015-05-31,616,"gdalUtils"
2015-06-01,2015-06-30,758,"gdalUtils"
2015-07-01,2015-07-31,647,"gdalUtils"
2015-08-01,2015-08-31,567,"gdalUtils"
2015-09-01,2015-09-30,654,"gdalUtils"
2015-10-01,2015-10-31,1144,"gdalUtils"
2015-11-01,2015-11-30,1102,"gdalUtils"
2015-12-01,2015-12-31,1065,"gdalUtils"
2016-01-01,2016-01-31,951,"gdalUtils"
2016-02-01,2016-02-29,2158,"gdalUtils"
2016-03-01,2016-03-31,2209,"gdalUtils"
2016-04-01,2016-04-30,1181,"gdalUtils"
2016-05-01,2016-05-31,1224,"gdalUtils"
2016-06-01,2016-06-30,1370,"gdalUtils"
2016-07-01,2016-07-31,1100,"gdalUtils"
2016-08-01,2016-08-31,1270,"gdalUtils"
2016-09-01,2016-09-30,1470,"gdalUtils"
2016-10-01,2016-10-31,2044,"gdalUtils"
2016-11-01,2016-11-30,1926,"gdalUtils"
2016-12-01,2016-12-31,1635,"gdalUtils"
