"start","end","downloads","package"
2016-10-01,2016-10-31,119,"spsann"
2016-11-01,2016-11-30,188,"spsann"
2016-12-01,2016-12-31,169,"spsann"
2017-01-01,2017-01-31,130,"spsann"
2017-02-01,2017-02-28,105,"spsann"
2017-03-01,2017-03-31,97,"spsann"
2017-04-01,2017-04-30,252,"spsann"
2017-05-01,2017-05-31,129,"spsann"
2017-06-01,2017-06-30,203,"spsann"
2017-07-01,2017-07-31,188,"spsann"
2017-08-01,2017-08-31,157,"spsann"
2017-09-01,2017-09-30,265,"spsann"
2017-10-01,2017-10-31,275,"spsann"
2017-11-01,2017-11-30,270,"spsann"
2017-12-01,2017-12-31,141,"spsann"
2018-01-01,2018-01-31,271,"spsann"
2018-02-01,2018-02-28,242,"spsann"
2018-03-01,2018-03-31,182,"spsann"
2018-04-01,2018-04-30,280,"spsann"
2018-05-01,2018-05-31,277,"spsann"
2018-06-01,2018-06-30,193,"spsann"
2018-07-01,2018-07-31,225,"spsann"
2018-08-01,2018-08-31,165,"spsann"
2018-09-01,2018-09-30,389,"spsann"
2018-10-01,2018-10-31,368,"spsann"
2018-11-01,2018-11-30,341,"spsann"
2018-12-01,2018-12-31,265,"spsann"
2019-01-01,2019-01-31,394,"spsann"
2019-02-01,2019-02-28,352,"spsann"
2019-03-01,2019-03-31,407,"spsann"
2019-04-01,2019-04-30,545,"spsann"
2019-05-01,2019-05-31,964,"spsann"
2019-06-01,2019-06-30,377,"spsann"
2019-07-01,2019-07-31,559,"spsann"
2019-08-01,2019-08-31,405,"spsann"
2019-09-01,2019-09-30,476,"spsann"
2019-10-01,2019-10-31,503,"spsann"
2019-11-01,2019-11-30,428,"spsann"
2019-12-01,2019-12-31,475,"spsann"
2020-01-01,2020-01-31,751,"spsann"
2020-02-01,2020-02-29,610,"spsann"
2020-03-01,2020-03-31,605,"spsann"
2020-04-01,2020-04-30,704,"spsann"
2020-05-01,2020-05-07,141,"spsann"
2016-08-01,2016-08-31,14,"spselect"
2016-09-01,2016-09-30,238,"spselect"
2016-10-01,2016-10-31,222,"spselect"
2016-11-01,2016-11-30,241,"spselect"
2016-12-01,2016-12-31,175,"spselect"
2017-01-01,2017-01-31,226,"spselect"
2017-02-01,2017-02-28,178,"spselect"
2017-03-01,2017-03-31,222,"spselect"
2017-04-01,2017-04-30,359,"spselect"
2017-05-01,2017-05-31,232,"spselect"
2017-06-01,2017-06-30,183,"spselect"
2017-07-01,2017-07-31,209,"spselect"
2017-08-01,2017-08-31,180,"spselect"
2017-09-01,2017-09-30,226,"spselect"
2017-10-01,2017-10-31,238,"spselect"
2017-11-01,2017-11-30,200,"spselect"
2017-12-01,2017-12-31,114,"spselect"
2018-01-01,2018-01-31,216,"spselect"
2018-02-01,2018-02-28,203,"spselect"
2018-03-01,2018-03-31,164,"spselect"
2018-04-01,2018-04-30,237,"spselect"
2018-05-01,2018-05-31,216,"spselect"
2018-06-01,2018-06-30,156,"spselect"
2018-07-01,2018-07-31,193,"spselect"
2018-08-01,2018-08-31,146,"spselect"
2018-09-01,2018-09-30,337,"spselect"
2018-10-01,2018-10-31,304,"spselect"
2018-11-01,2018-11-30,274,"spselect"
2018-12-01,2018-12-31,221,"spselect"
2019-01-01,2019-01-31,311,"spselect"
2019-02-01,2019-02-28,287,"spselect"
2019-03-01,2019-03-31,319,"spselect"
2019-04-01,2019-04-30,381,"spselect"
2019-05-01,2019-05-31,578,"spselect"
2019-06-01,2019-06-30,263,"spselect"
2019-07-01,2019-07-31,440,"spselect"
2019-08-01,2019-08-31,329,"spselect"
2019-09-01,2019-09-30,374,"spselect"
2019-10-01,2019-10-31,331,"spselect"
2019-11-01,2019-11-30,327,"spselect"
2019-12-01,2019-12-31,411,"spselect"
2020-01-01,2020-01-31,597,"spselect"
2020-02-01,2020-02-29,515,"spselect"
2020-03-01,2020-03-31,539,"spselect"
2020-04-01,2020-04-30,606,"spselect"
2020-05-01,2020-05-07,143,"spselect"
2015-01-01,2015-01-31,860,"spsurvey"
2015-02-01,2015-02-28,661,"spsurvey"
2015-03-01,2015-03-31,644,"spsurvey"
2015-04-01,2015-04-30,807,"spsurvey"
2015-05-01,2015-05-31,778,"spsurvey"
2015-06-01,2015-06-30,954,"spsurvey"
2015-07-01,2015-07-31,554,"spsurvey"
2015-08-01,2015-08-31,585,"spsurvey"
2015-09-01,2015-09-30,555,"spsurvey"
2015-10-01,2015-10-31,803,"spsurvey"
2015-11-01,2015-11-30,777,"spsurvey"
2015-12-01,2015-12-31,664,"spsurvey"
2016-01-01,2016-01-31,609,"spsurvey"
2016-02-01,2016-02-29,587,"spsurvey"
2016-03-01,2016-03-31,492,"spsurvey"
2016-04-01,2016-04-30,446,"spsurvey"
2016-05-01,2016-05-31,473,"spsurvey"
2016-06-01,2016-06-30,488,"spsurvey"
2016-07-01,2016-07-31,475,"spsurvey"
2016-08-01,2016-08-31,844,"spsurvey"
2016-09-01,2016-09-30,699,"spsurvey"
2016-10-01,2016-10-31,554,"spsurvey"
2016-11-01,2016-11-30,617,"spsurvey"
2016-12-01,2016-12-31,415,"spsurvey"
2017-01-01,2017-01-31,459,"spsurvey"
2017-02-01,2017-02-28,470,"spsurvey"
2017-03-01,2017-03-31,495,"spsurvey"
2017-04-01,2017-04-30,596,"spsurvey"
2017-05-01,2017-05-31,512,"spsurvey"
2017-06-01,2017-06-30,405,"spsurvey"
2017-07-01,2017-07-31,580,"spsurvey"
2017-08-01,2017-08-31,437,"spsurvey"
2017-09-01,2017-09-30,479,"spsurvey"
2017-10-01,2017-10-31,594,"spsurvey"
2017-11-01,2017-11-30,482,"spsurvey"
2017-12-01,2017-12-31,257,"spsurvey"
2018-01-01,2018-01-31,441,"spsurvey"
2018-02-01,2018-02-28,388,"spsurvey"
2018-03-01,2018-03-31,427,"spsurvey"
2018-04-01,2018-04-30,497,"spsurvey"
2018-05-01,2018-05-31,459,"spsurvey"
2018-06-01,2018-06-30,544,"spsurvey"
2018-07-01,2018-07-31,620,"spsurvey"
2018-08-01,2018-08-31,506,"spsurvey"
2018-09-01,2018-09-30,804,"spsurvey"
2018-10-01,2018-10-31,777,"spsurvey"
2018-11-01,2018-11-30,759,"spsurvey"
2018-12-01,2018-12-31,585,"spsurvey"
2019-01-01,2019-01-31,745,"spsurvey"
2019-02-01,2019-02-28,650,"spsurvey"
2019-03-01,2019-03-31,903,"spsurvey"
2019-04-01,2019-04-30,1383,"spsurvey"
2019-05-01,2019-05-31,1437,"spsurvey"
2019-06-01,2019-06-30,876,"spsurvey"
2019-07-01,2019-07-31,1207,"spsurvey"
2019-08-01,2019-08-31,914,"spsurvey"
2019-09-01,2019-09-30,1106,"spsurvey"
2019-10-01,2019-10-31,972,"spsurvey"
2019-11-01,2019-11-30,823,"spsurvey"
2019-12-01,2019-12-31,1222,"spsurvey"
2020-01-01,2020-01-31,1719,"spsurvey"
2020-02-01,2020-02-29,1240,"spsurvey"
2020-03-01,2020-03-31,1395,"spsurvey"
2020-04-01,2020-04-30,1574,"spsurvey"
2020-05-01,2020-05-07,218,"spsurvey"
2015-01-01,2015-01-31,846,"spTimer"
2015-02-01,2015-02-28,679,"spTimer"
2015-03-01,2015-03-31,752,"spTimer"
2015-04-01,2015-04-30,775,"spTimer"
2015-05-01,2015-05-31,581,"spTimer"
2015-06-01,2015-06-30,594,"spTimer"
2015-07-01,2015-07-31,416,"spTimer"
2015-08-01,2015-08-31,770,"spTimer"
2015-09-01,2015-09-30,731,"spTimer"
2015-10-01,2015-10-31,665,"spTimer"
2015-11-01,2015-11-30,558,"spTimer"
2015-12-01,2015-12-31,462,"spTimer"
2016-01-01,2016-01-31,535,"spTimer"
2016-02-01,2016-02-29,519,"spTimer"
2016-03-01,2016-03-31,431,"spTimer"
2016-04-01,2016-04-30,363,"spTimer"
2016-05-01,2016-05-31,480,"spTimer"
2016-06-01,2016-06-30,437,"spTimer"
2016-07-01,2016-07-31,495,"spTimer"
2016-08-01,2016-08-31,416,"spTimer"
2016-09-01,2016-09-30,519,"spTimer"
2016-10-01,2016-10-31,463,"spTimer"
2016-11-01,2016-11-30,528,"spTimer"
2016-12-01,2016-12-31,343,"spTimer"
2017-01-01,2017-01-31,432,"spTimer"
2017-02-01,2017-02-28,329,"spTimer"
2017-03-01,2017-03-31,417,"spTimer"
2017-04-01,2017-04-30,550,"spTimer"
2017-05-01,2017-05-31,441,"spTimer"
2017-06-01,2017-06-30,322,"spTimer"
2017-07-01,2017-07-31,495,"spTimer"
2017-08-01,2017-08-31,330,"spTimer"
2017-09-01,2017-09-30,392,"spTimer"
2017-10-01,2017-10-31,2898,"spTimer"
2017-11-01,2017-11-30,412,"spTimer"
2017-12-01,2017-12-31,252,"spTimer"
2018-01-01,2018-01-31,347,"spTimer"
2018-02-01,2018-02-28,296,"spTimer"
2018-03-01,2018-03-31,328,"spTimer"
2018-04-01,2018-04-30,395,"spTimer"
2018-05-01,2018-05-31,411,"spTimer"
2018-06-01,2018-06-30,1378,"spTimer"
2018-07-01,2018-07-31,539,"spTimer"
2018-08-01,2018-08-31,411,"spTimer"
2018-09-01,2018-09-30,693,"spTimer"
2018-10-01,2018-10-31,872,"spTimer"
2018-11-01,2018-11-30,1121,"spTimer"
2018-12-01,2018-12-31,605,"spTimer"
2019-01-01,2019-01-31,657,"spTimer"
2019-02-01,2019-02-28,640,"spTimer"
2019-03-01,2019-03-31,772,"spTimer"
2019-04-01,2019-04-30,707,"spTimer"
2019-05-01,2019-05-31,1155,"spTimer"
2019-06-01,2019-06-30,574,"spTimer"
2019-07-01,2019-07-31,913,"spTimer"
2019-08-01,2019-08-31,688,"spTimer"
2019-09-01,2019-09-30,753,"spTimer"
2019-10-01,2019-10-31,830,"spTimer"
2019-11-01,2019-11-30,761,"spTimer"
2019-12-01,2019-12-31,785,"spTimer"
2020-01-01,2020-01-31,1272,"spTimer"
2020-02-01,2020-02-29,898,"spTimer"
2020-03-01,2020-03-31,809,"spTimer"
2020-04-01,2020-04-30,972,"spTimer"
2020-05-01,2020-05-07,192,"spTimer"
2015-01-01,2015-01-31,568,"SSN"
2015-02-01,2015-02-28,461,"SSN"
2015-03-01,2015-03-31,536,"SSN"
2015-04-01,2015-04-30,788,"SSN"
2015-05-01,2015-05-31,568,"SSN"
2015-06-01,2015-06-30,480,"SSN"
2015-07-01,2015-07-31,350,"SSN"
2015-08-01,2015-08-31,501,"SSN"
2015-09-01,2015-09-30,501,"SSN"
2015-10-01,2015-10-31,503,"SSN"
2015-11-01,2015-11-30,423,"SSN"
2015-12-01,2015-12-31,380,"SSN"
2016-01-01,2016-01-31,416,"SSN"
2016-02-01,2016-02-29,407,"SSN"
2016-03-01,2016-03-31,527,"SSN"
2016-04-01,2016-04-30,381,"SSN"
2016-05-01,2016-05-31,366,"SSN"
2016-06-01,2016-06-30,400,"SSN"
2016-07-01,2016-07-31,383,"SSN"
2016-08-01,2016-08-31,306,"SSN"
2016-09-01,2016-09-30,367,"SSN"
2016-10-01,2016-10-31,534,"SSN"
2016-11-01,2016-11-30,523,"SSN"
2016-12-01,2016-12-31,372,"SSN"
2017-01-01,2017-01-31,385,"SSN"
2017-02-01,2017-02-28,341,"SSN"
2017-03-01,2017-03-31,1198,"SSN"
2017-04-01,2017-04-30,642,"SSN"
2017-05-01,2017-05-31,334,"SSN"
2017-06-01,2017-06-30,233,"SSN"
2017-07-01,2017-07-31,334,"SSN"
2017-08-01,2017-08-31,216,"SSN"
2017-09-01,2017-09-30,242,"SSN"
2017-10-01,2017-10-31,293,"SSN"
2017-11-01,2017-11-30,259,"SSN"
2017-12-01,2017-12-31,170,"SSN"
2018-01-01,2018-01-31,570,"SSN"
2018-02-01,2018-02-28,327,"SSN"
2018-03-01,2018-03-31,244,"SSN"
2018-04-01,2018-04-30,301,"SSN"
2018-05-01,2018-05-31,1986,"SSN"
2018-06-01,2018-06-30,279,"SSN"
2018-07-01,2018-07-31,314,"SSN"
2018-08-01,2018-08-31,229,"SSN"
2018-09-01,2018-09-30,466,"SSN"
2018-10-01,2018-10-31,470,"SSN"
2018-11-01,2018-11-30,440,"SSN"
2018-12-01,2018-12-31,377,"SSN"
2019-01-01,2019-01-31,536,"SSN"
2019-02-01,2019-02-28,470,"SSN"
2019-03-01,2019-03-31,581,"SSN"
2019-04-01,2019-04-30,572,"SSN"
2019-05-01,2019-05-31,931,"SSN"
2019-06-01,2019-06-30,443,"SSN"
2019-07-01,2019-07-31,706,"SSN"
2019-08-01,2019-08-31,553,"SSN"
2019-09-01,2019-09-30,484,"SSN"
2019-10-01,2019-10-31,510,"SSN"
2019-11-01,2019-11-30,543,"SSN"
2019-12-01,2019-12-31,756,"SSN"
2020-01-01,2020-01-31,1147,"SSN"
2020-02-01,2020-02-29,991,"SSN"
2020-03-01,2020-03-31,1365,"SSN"
2020-04-01,2020-04-30,1000,"SSN"
2020-05-01,2020-05-07,161,"SSN"
2015-10-01,2015-10-31,221,"starma"
2015-11-01,2015-11-30,247,"starma"
2015-12-01,2015-12-31,191,"starma"
2016-01-01,2016-01-31,252,"starma"
2016-02-01,2016-02-29,296,"starma"
2016-03-01,2016-03-31,180,"starma"
2016-04-01,2016-04-30,142,"starma"
2016-05-01,2016-05-31,140,"starma"
2016-06-01,2016-06-30,138,"starma"
2016-07-01,2016-07-31,163,"starma"
2016-08-01,2016-08-31,119,"starma"
2016-09-01,2016-09-30,108,"starma"
2016-10-01,2016-10-31,140,"starma"
2016-11-01,2016-11-30,172,"starma"
2016-12-01,2016-12-31,145,"starma"
2017-01-01,2017-01-31,135,"starma"
2017-02-01,2017-02-28,109,"starma"
2017-03-01,2017-03-31,259,"starma"
2017-04-01,2017-04-30,407,"starma"
2017-05-01,2017-05-31,229,"starma"
2017-06-01,2017-06-30,194,"starma"
2017-07-01,2017-07-31,239,"starma"
2017-08-01,2017-08-31,204,"starma"
2017-09-01,2017-09-30,225,"starma"
2017-10-01,2017-10-31,295,"starma"
2017-11-01,2017-11-30,265,"starma"
2017-12-01,2017-12-31,125,"starma"
2018-01-01,2018-01-31,229,"starma"
2018-02-01,2018-02-28,205,"starma"
2018-03-01,2018-03-31,173,"starma"
2018-04-01,2018-04-30,237,"starma"
2018-05-01,2018-05-31,247,"starma"
2018-06-01,2018-06-30,152,"starma"
2018-07-01,2018-07-31,211,"starma"
2018-08-01,2018-08-31,160,"starma"
2018-09-01,2018-09-30,349,"starma"
2018-10-01,2018-10-31,372,"starma"
2018-11-01,2018-11-30,302,"starma"
2018-12-01,2018-12-31,250,"starma"
2019-01-01,2019-01-31,362,"starma"
2019-02-01,2019-02-28,302,"starma"
2019-03-01,2019-03-31,420,"starma"
2019-04-01,2019-04-30,421,"starma"
2019-05-01,2019-05-31,673,"starma"
2019-06-01,2019-06-30,348,"starma"
2019-07-01,2019-07-31,503,"starma"
2019-08-01,2019-08-31,356,"starma"
2019-09-01,2019-09-30,429,"starma"
2019-10-01,2019-10-31,412,"starma"
2019-11-01,2019-11-30,375,"starma"
2019-12-01,2019-12-31,476,"starma"
2020-01-01,2020-01-31,745,"starma"
2020-02-01,2020-02-29,545,"starma"
2020-03-01,2020-03-31,590,"starma"
2020-04-01,2020-04-30,651,"starma"
2020-05-01,2020-05-07,144,"starma"
2018-07-01,2018-07-31,31,"stars"
2018-08-01,2018-08-31,4609,"stars"
2018-09-01,2018-09-30,8919,"stars"
2018-10-01,2018-10-31,12807,"stars"
2018-11-01,2018-11-30,14236,"stars"
2018-12-01,2018-12-31,8636,"stars"
2019-01-01,2019-01-31,4679,"stars"
2019-02-01,2019-02-28,7326,"stars"
2019-03-01,2019-03-31,9414,"stars"
2019-04-01,2019-04-30,9194,"stars"
2019-05-01,2019-05-31,9106,"stars"
2019-06-01,2019-06-30,6945,"stars"
2019-07-01,2019-07-31,7820,"stars"
2019-08-01,2019-08-31,8641,"stars"
2019-09-01,2019-09-30,10241,"stars"
2019-10-01,2019-10-31,11393,"stars"
2019-11-01,2019-11-30,9203,"stars"
2019-12-01,2019-12-31,8493,"stars"
2020-01-01,2020-01-31,12783,"stars"
2020-02-01,2020-02-29,14259,"stars"
2020-03-01,2020-03-31,15221,"stars"
2020-04-01,2020-04-30,32125,"stars"
2020-05-01,2020-05-07,5364,"stars"
2015-01-01,2015-01-31,301,"statebins"
2015-02-01,2015-02-28,261,"statebins"
2015-03-01,2015-03-31,275,"statebins"
2015-04-01,2015-04-30,372,"statebins"
2015-05-01,2015-05-31,261,"statebins"
2015-06-01,2015-06-30,269,"statebins"
2015-07-01,2015-07-31,195,"statebins"
2015-08-01,2015-08-31,227,"statebins"
2015-09-01,2015-09-30,235,"statebins"
2015-10-01,2015-10-31,274,"statebins"
2015-11-01,2015-11-30,241,"statebins"
2015-12-01,2015-12-31,275,"statebins"
2016-01-01,2016-01-31,376,"statebins"
2016-02-01,2016-02-29,295,"statebins"
2016-03-01,2016-03-31,215,"statebins"
2016-04-01,2016-04-30,191,"statebins"
2016-05-01,2016-05-31,261,"statebins"
2016-06-01,2016-06-30,267,"statebins"
2016-07-01,2016-07-31,286,"statebins"
2016-08-01,2016-08-31,226,"statebins"
2016-09-01,2016-09-30,296,"statebins"
2016-10-01,2016-10-31,279,"statebins"
2016-11-01,2016-11-30,311,"statebins"
2016-12-01,2016-12-31,220,"statebins"
2017-01-01,2017-01-31,245,"statebins"
2017-02-01,2017-02-28,291,"statebins"
2017-03-01,2017-03-31,329,"statebins"
2017-04-01,2017-04-30,468,"statebins"
2017-05-01,2017-05-31,297,"statebins"
2017-06-01,2017-06-30,236,"statebins"
2017-07-01,2017-07-31,251,"statebins"
2017-08-01,2017-08-31,222,"statebins"
2017-09-01,2017-09-30,270,"statebins"
2017-10-01,2017-10-31,287,"statebins"
2017-11-01,2017-11-30,285,"statebins"
2017-12-01,2017-12-31,164,"statebins"
2018-01-01,2018-01-31,280,"statebins"
2018-02-01,2018-02-28,280,"statebins"
2018-03-01,2018-03-31,354,"statebins"
2018-04-01,2018-04-30,387,"statebins"
2018-05-01,2018-05-31,334,"statebins"
2018-06-01,2018-06-30,195,"statebins"
2018-07-01,2018-07-31,229,"statebins"
2018-08-01,2018-08-31,172,"statebins"
2018-09-01,2018-09-30,391,"statebins"
2018-10-01,2018-10-31,474,"statebins"
2018-11-01,2018-11-30,398,"statebins"
2018-12-01,2018-12-31,386,"statebins"
2019-01-01,2019-01-31,429,"statebins"
2019-02-01,2019-02-28,361,"statebins"
2019-03-01,2019-03-31,531,"statebins"
2019-04-01,2019-04-30,584,"statebins"
2019-05-01,2019-05-31,879,"statebins"
2019-06-01,2019-06-30,469,"statebins"
2019-07-01,2019-07-31,637,"statebins"
2019-08-01,2019-08-31,506,"statebins"
2019-09-01,2019-09-30,539,"statebins"
2019-10-01,2019-10-31,581,"statebins"
2019-11-01,2019-11-30,559,"statebins"
2019-12-01,2019-12-31,749,"statebins"
2020-01-01,2020-01-31,1009,"statebins"
2020-02-01,2020-02-29,710,"statebins"
2020-03-01,2020-03-31,774,"statebins"
2020-04-01,2020-04-30,884,"statebins"
2020-05-01,2020-05-07,224,"statebins"
2015-01-01,2015-01-31,583,"Stem"
2015-02-01,2015-02-28,455,"Stem"
2015-03-01,2015-03-31,540,"Stem"
2015-04-01,2015-04-30,647,"Stem"
2015-05-01,2015-05-31,521,"Stem"
2015-06-01,2015-06-30,459,"Stem"
2015-07-01,2015-07-31,347,"Stem"
2015-08-01,2015-08-31,419,"Stem"
2015-09-01,2015-09-30,417,"Stem"
2015-10-01,2015-10-31,477,"Stem"
2015-11-01,2015-11-30,450,"Stem"
2015-12-01,2015-12-31,346,"Stem"
2016-01-01,2016-01-31,391,"Stem"
2016-02-01,2016-02-29,374,"Stem"
2016-03-01,2016-03-31,317,"Stem"
2016-04-01,2016-04-30,280,"Stem"
2016-05-01,2016-05-31,335,"Stem"
2016-06-01,2016-06-30,304,"Stem"
2016-07-01,2016-07-31,326,"Stem"
2016-08-01,2016-08-31,273,"Stem"
2016-09-01,2016-09-30,368,"Stem"
2016-10-01,2016-10-31,340,"Stem"
2016-11-01,2016-11-30,415,"Stem"
2016-12-01,2016-12-31,238,"Stem"
2017-01-01,2017-01-31,313,"Stem"
2017-02-01,2017-02-28,238,"Stem"
2017-03-01,2017-03-31,269,"Stem"
2017-04-01,2017-04-30,452,"Stem"
2017-05-01,2017-05-31,311,"Stem"
2017-06-01,2017-06-30,250,"Stem"
2017-07-01,2017-07-31,331,"Stem"
2017-08-01,2017-08-31,249,"Stem"
2017-09-01,2017-09-30,278,"Stem"
2017-10-01,2017-10-31,312,"Stem"
2017-11-01,2017-11-30,278,"Stem"
2017-12-01,2017-12-31,164,"Stem"
2018-01-01,2018-01-31,289,"Stem"
2018-02-01,2018-02-28,282,"Stem"
2018-03-01,2018-03-31,211,"Stem"
2018-04-01,2018-04-30,315,"Stem"
2018-05-01,2018-05-31,303,"Stem"
2018-06-01,2018-06-30,213,"Stem"
2018-07-01,2018-07-31,271,"Stem"
2018-08-01,2018-08-31,189,"Stem"
2018-09-01,2018-09-30,426,"Stem"
2018-10-01,2018-10-31,395,"Stem"
2018-11-01,2018-11-30,369,"Stem"
2018-12-01,2018-12-31,293,"Stem"
2019-01-01,2019-01-31,430,"Stem"
2019-02-01,2019-02-28,390,"Stem"
2019-03-01,2019-03-31,465,"Stem"
2019-04-01,2019-04-30,485,"Stem"
2019-05-01,2019-05-31,872,"Stem"
2019-06-01,2019-06-30,409,"Stem"
2019-07-01,2019-07-31,615,"Stem"
2019-08-01,2019-08-31,444,"Stem"
2019-09-01,2019-09-30,523,"Stem"
2019-10-01,2019-10-31,542,"Stem"
2019-11-01,2019-11-30,454,"Stem"
2019-12-01,2019-12-31,717,"Stem"
2020-01-01,2020-01-31,1041,"Stem"
2020-02-01,2020-02-29,586,"Stem"
2020-03-01,2020-03-31,663,"Stem"
2020-04-01,2020-04-30,649,"Stem"
2020-05-01,2020-05-07,143,"Stem"
2015-11-01,2015-11-30,254,"stplanr"
2015-12-01,2015-12-31,204,"stplanr"
2016-01-01,2016-01-31,425,"stplanr"
2016-02-01,2016-02-29,389,"stplanr"
2016-03-01,2016-03-31,310,"stplanr"
2016-04-01,2016-04-30,257,"stplanr"
2016-05-01,2016-05-31,338,"stplanr"
2016-06-01,2016-06-30,473,"stplanr"
2016-07-01,2016-07-31,402,"stplanr"
2016-08-01,2016-08-31,376,"stplanr"
2016-09-01,2016-09-30,516,"stplanr"
2016-10-01,2016-10-31,528,"stplanr"
2016-11-01,2016-11-30,1230,"stplanr"
2016-12-01,2016-12-31,2153,"stplanr"
2017-01-01,2017-01-31,1006,"stplanr"
2017-02-01,2017-02-28,491,"stplanr"
2017-03-01,2017-03-31,692,"stplanr"
2017-04-01,2017-04-30,609,"stplanr"
2017-05-01,2017-05-31,519,"stplanr"
2017-06-01,2017-06-30,569,"stplanr"
2017-07-01,2017-07-31,763,"stplanr"
2017-08-01,2017-08-31,479,"stplanr"
2017-09-01,2017-09-30,554,"stplanr"
2017-10-01,2017-10-31,526,"stplanr"
2017-11-01,2017-11-30,568,"stplanr"
2017-12-01,2017-12-31,972,"stplanr"
2018-01-01,2018-01-31,782,"stplanr"
2018-02-01,2018-02-28,509,"stplanr"
2018-03-01,2018-03-31,870,"stplanr"
2018-04-01,2018-04-30,740,"stplanr"
2018-05-01,2018-05-31,1390,"stplanr"
2018-06-01,2018-06-30,872,"stplanr"
2018-07-01,2018-07-31,764,"stplanr"
2018-08-01,2018-08-31,791,"stplanr"
2018-09-01,2018-09-30,1900,"stplanr"
2018-10-01,2018-10-31,6738,"stplanr"
2018-11-01,2018-11-30,1039,"stplanr"
2018-12-01,2018-12-31,901,"stplanr"
2019-01-01,2019-01-31,1649,"stplanr"
2019-02-01,2019-02-28,1422,"stplanr"
2019-03-01,2019-03-31,1674,"stplanr"
2019-04-01,2019-04-30,1702,"stplanr"
2019-05-01,2019-05-31,3893,"stplanr"
2019-06-01,2019-06-30,1008,"stplanr"
2019-07-01,2019-07-31,2755,"stplanr"
2019-08-01,2019-08-31,1384,"stplanr"
2019-09-01,2019-09-30,2030,"stplanr"
2019-10-01,2019-10-31,3682,"stplanr"
2019-11-01,2019-11-30,1629,"stplanr"
2019-12-01,2019-12-31,1366,"stplanr"
2020-01-01,2020-01-31,1919,"stplanr"
2020-02-01,2020-02-29,1947,"stplanr"
2020-03-01,2020-03-31,2536,"stplanr"
2020-04-01,2020-04-30,2693,"stplanr"
2020-05-01,2020-05-07,601,"stplanr"
2015-01-01,2015-01-31,711,"taRifx"
2015-02-01,2015-02-28,630,"taRifx"
2015-03-01,2015-03-31,673,"taRifx"
2015-04-01,2015-04-30,903,"taRifx"
2015-05-01,2015-05-31,740,"taRifx"
2015-06-01,2015-06-30,692,"taRifx"
2015-07-01,2015-07-31,612,"taRifx"
2015-08-01,2015-08-31,630,"taRifx"
2015-09-01,2015-09-30,591,"taRifx"
2015-10-01,2015-10-31,736,"taRifx"
2015-11-01,2015-11-30,684,"taRifx"
2015-12-01,2015-12-31,605,"taRifx"
2016-01-01,2016-01-31,616,"taRifx"
2016-02-01,2016-02-29,620,"taRifx"
2016-03-01,2016-03-31,623,"taRifx"
2016-04-01,2016-04-30,599,"taRifx"
2016-05-01,2016-05-31,628,"taRifx"
2016-06-01,2016-06-30,667,"taRifx"
2016-07-01,2016-07-31,606,"taRifx"
2016-08-01,2016-08-31,616,"taRifx"
2016-09-01,2016-09-30,660,"taRifx"
2016-10-01,2016-10-31,934,"taRifx"
2016-11-01,2016-11-30,861,"taRifx"
2016-12-01,2016-12-31,704,"taRifx"
2017-01-01,2017-01-31,712,"taRifx"
2017-02-01,2017-02-28,657,"taRifx"
2017-03-01,2017-03-31,866,"taRifx"
2017-04-01,2017-04-30,931,"taRifx"
2017-05-01,2017-05-31,1031,"taRifx"
2017-06-01,2017-06-30,808,"taRifx"
2017-07-01,2017-07-31,813,"taRifx"
2017-08-01,2017-08-31,783,"taRifx"
2017-09-01,2017-09-30,832,"taRifx"
2017-10-01,2017-10-31,960,"taRifx"
2017-11-01,2017-11-30,865,"taRifx"
2017-12-01,2017-12-31,696,"taRifx"
2018-01-01,2018-01-31,861,"taRifx"
2018-02-01,2018-02-28,749,"taRifx"
2018-03-01,2018-03-31,743,"taRifx"
2018-04-01,2018-04-30,1384,"taRifx"
2018-05-01,2018-05-31,1062,"taRifx"
2018-06-01,2018-06-30,838,"taRifx"
2018-07-01,2018-07-31,930,"taRifx"
2018-08-01,2018-08-31,1079,"taRifx"
2018-09-01,2018-09-30,1225,"taRifx"
2018-10-01,2018-10-31,1417,"taRifx"
2018-11-01,2018-11-30,1139,"taRifx"
2018-12-01,2018-12-31,921,"taRifx"
2019-01-01,2019-01-31,1111,"taRifx"
2019-02-01,2019-02-28,1065,"taRifx"
2019-03-01,2019-03-31,1203,"taRifx"
2019-04-01,2019-04-30,1366,"taRifx"
2019-05-01,2019-05-31,1844,"taRifx"
2019-06-01,2019-06-30,4584,"taRifx"
2019-07-01,2019-07-31,7793,"taRifx"
2019-08-01,2019-08-31,5872,"taRifx"
2019-09-01,2019-09-30,5609,"taRifx"
2019-10-01,2019-10-31,5451,"taRifx"
2019-11-01,2019-11-30,8807,"taRifx"
2019-12-01,2019-12-31,3588,"taRifx"
2020-01-01,2020-01-31,6144,"taRifx"
2020-02-01,2020-02-29,6953,"taRifx"
2020-03-01,2020-03-31,6727,"taRifx"
2020-04-01,2020-04-30,7444,"taRifx"
2020-05-01,2020-05-07,2070,"taRifx"
2015-01-01,2015-01-31,1208,"tgp"
2015-02-01,2015-02-28,1045,"tgp"
2015-03-01,2015-03-31,1329,"tgp"
2015-04-01,2015-04-30,1281,"tgp"
2015-05-01,2015-05-31,1176,"tgp"
2015-06-01,2015-06-30,1361,"tgp"
